timestamp,src_ip,dst_ip,src_port,dst_port,protocol,packets,bytes_sent,bytes_recv,duration,label
2026-08-04 10:17:58,192.168.7.245,8.8.8.8,30272,801,UDP,60,198627,711087,1.57,Port_Scan
2026-08-04 10:17:59,192.168.4.174,172.217.0.46,27546,443,TCP,240,367834,549385,4.83,BENIGN
2026-08-04 10:18:00,192.168.1.92,104.26.10.1,18402,3389,UDP,90,17005,37315,3.03,BENIGN
2026-08-04 10:18:01,192.168.4.202,172.217.0.46,65083,3389,UDP,52,128755,487309,2.48,BENIGN
2026-08-04 10:18:02,192.168.10.66,172.217.0.46,30257,21,UDP,198,267429,283844,0.28,BENIGN
2026-08-04 10:18:03,192.168.8.164,172.217.0.46,54608,22,TCP,150,468129,497403,2.8,Brute_Force
2026-08-04 10:18:04,192.168.4.152,172.217.0.46,28340,21,TCP,109,332301,511863,4.72,BENIGN
2026-08-04 10:18:05,192.168.6.216,1.1.1.1,38133,443,UDP,89,425862,433342,2.82,BENIGN
2026-08-04 10:18:06,192.168.1.156,104.26.10.1,53592,3389,TCP,150,261487,48347,1.91,Brute_Force
2026-08-04 10:18:07,192.168.1.13,185.220.101.42,13203,3389,UDP,150,440234,652782,1.46,Brute_Force
2026-08-04 10:18:08,192.168.1.91,104.26.10.1,29442,4444,UDP,191,414688,157780,4.16,BENIGN
2026-08-04 10:18:09,192.168.10.11,8.8.8.8,34925,31337,UDP,5000,97773,832091,0.15,DDoS
2026-08-04 10:18:10,192.168.2.86,185.220.101.42,22170,31337,UDP,145,316553,761364,2.86,BENIGN
2026-08-04 10:18:11,192.168.6.51,1.1.1.1,31516,21,UDP,269,272864,548572,1.53,BENIGN
2026-08-04 10:18:12,192.168.10.50,1.1.1.1,55546,80,TCP,258,38338,613669,3.74,BENIGN
2026-08-04 10:18:13,192.168.3.166,172.217.0.46,53811,80,UDP,273,384241,595365,0.74,BENIGN
2026-08-04 10:18:14,192.168.2.222,1.1.1.1,37755,22,UDP,182,102392,562877,3.41,BENIGN
2026-08-04 10:18:15,192.168.6.176,104.26.10.1,63329,22,TCP,46,178255,217140,2.5,BENIGN
2026-08-04 10:18:16,192.168.0.228,1.1.1.1,6480,4444,TCP,112,448165,415835,0.11,BENIGN
2026-08-04 10:18:17,192.168.8.200,8.8.8.8,55012,21,TCP,164,152264,890560,0.44,BENIGN
2026-08-04 10:18:18,192.168.10.59,1.1.1.1,8517,443,UDP,248,244888,245837,3.57,BENIGN
2026-08-04 10:18:19,192.168.1.35,1.1.1.1,25634,31337,TCP,18,352154,883616,4.11,BENIGN
2026-08-04 10:18:20,192.168.7.43,185.220.101.42,24814,3389,UDP,38,399641,711654,2.21,BENIGN
2026-08-04 10:18:21,192.168.0.228,8.8.8.8,25922,80,TCP,119,339424,713880,2.13,BENIGN
2026-08-04 10:18:22,192.168.10.207,8.8.8.8,10899,4444,TCP,299,26711,697468,1.84,BENIGN
2026-08-04 10:18:23,192.168.10.165,8.8.8.8,42322,3389,UDP,185,76341,134922,4.52,BENIGN
2026-08-04 10:18:24,192.168.6.194,104.26.10.1,48208,22,UDP,254,132714,10491,1.33,BENIGN
2026-08-04 10:18:25,192.168.10.44,172.217.0.46,36323,31337,TCP,217,146912,441742,0.11,BENIGN
2026-08-04 10:18:26,192.168.5.212,172.217.0.46,56465,53,TCP,232,123672,657183,2.34,BENIGN
2026-08-04 10:18:27,192.168.5.208,104.26.10.1,43799,121,UDP,60,163400,206398,2.32,Port_Scan
2026-08-04 10:18:28,192.168.3.245,8.8.8.8,5081,22,UDP,40,8129,20336,1.24,BENIGN
2026-08-04 10:18:29,192.168.2.181,1.1.1.1,45330,21,TCP,29,206460,462278,1.67,BENIGN
2026-08-04 10:18:30,192.168.6.65,104.26.10.1,22461,21,UDP,150,264528,835192,3.86,Brute_Force
2026-08-04 10:18:31,192.168.9.220,8.8.8.8,41665,80,TCP,233,430756,617847,3.02,BENIGN
2026-08-04 10:18:32,192.168.3.94,8.8.8.8,57071,4444,TCP,28,416676,177650,0.45,Suspicious
2026-08-04 10:18:33,192.168.3.225,8.8.8.8,53126,53,TCP,12,497070,229042,0.43,BENIGN
2026-08-04 10:18:34,192.168.3.49,1.1.1.1,18763,443,UDP,123,375981,830363,4.06,BENIGN
2026-08-04 10:18:35,192.168.5.39,172.217.0.46,47154,443,TCP,250,15000000,311322,0.85,Data_Exfiltration
2026-08-04 10:18:36,192.168.7.188,1.1.1.1,44301,3389,TCP,81,419630,423821,1.6,BENIGN
2026-08-04 10:18:37,192.168.2.186,8.8.8.8,6870,3389,TCP,71,40470,667134,3.31,BENIGN
2026-08-04 10:18:38,192.168.2.204,1.1.1.1,16346,80,UDP,61,188882,242209,0.16,BENIGN
2026-08-04 10:18:39,192.168.7.4,104.26.10.1,20078,22,TCP,45,20685,86883,3.93,BENIGN
2026-08-04 10:18:40,192.168.1.238,185.220.101.42,32432,80,TCP,201,121414,53667,0.57,BENIGN
2026-08-04 10:18:41,192.168.7.72,104.26.10.1,41305,31337,UDP,289,240734,774535,0.35,Suspicious
2026-08-04 10:18:42,192.168.2.82,104.26.10.1,30296,23,TCP,40,111661,689867,2.35,BENIGN
2026-08-04 10:18:43,192.168.1.22,104.26.10.1,57751,443,UDP,90,376308,535250,4.96,BENIGN
2026-08-04 10:18:44,192.168.9.94,104.26.10.1,19645,23,TCP,28,15000000,698459,4.04,Data_Exfiltration
2026-08-04 10:18:45,192.168.7.88,104.26.10.1,13557,23,UDP,145,430186,66668,0.52,BENIGN
2026-08-04 10:18:46,192.168.3.42,1.1.1.1,32732,23,UDP,125,167086,425949,3.03,BENIGN
2026-08-04 10:18:47,192.168.7.93,8.8.8.8,3834,80,UDP,258,183833,488427,4.17,BENIGN
2026-08-04 10:18:48,192.168.9.74,1.1.1.1,47842,443,TCP,205,221316,785196,1.79,BENIGN
2026-08-04 10:18:49,192.168.10.28,104.26.10.1,33143,4444,TCP,249,249810,772520,1.53,BENIGN
2026-08-04 10:18:50,192.168.4.210,172.217.0.46,29745,4444,UDP,152,18173,315697,1.38,BENIGN
2026-08-04 10:18:51,192.168.6.30,172.217.0.46,25355,22,UDP,248,349098,759286,4.84,BENIGN
2026-08-04 10:18:52,192.168.1.192,185.220.101.42,16921,31337,UDP,290,296079,89147,4.25,BENIGN
2026-08-04 10:18:53,192.168.9.127,104.26.10.1,49434,22,TCP,245,15000000,326275,2.35,Data_Exfiltration
2026-08-04 10:18:54,192.168.9.132,185.220.101.42,62750,31337,UDP,59,401036,622870,1.8,BENIGN
2026-08-04 10:18:55,192.168.4.25,1.1.1.1,39487,3389,TCP,211,15000000,415736,3.4,Data_Exfiltration
2026-08-04 10:18:56,192.168.3.99,8.8.8.8,41101,22,UDP,266,417603,159833,4.02,BENIGN
2026-08-04 10:18:57,192.168.10.177,104.26.10.1,32340,443,TCP,224,226580,828721,4.92,BENIGN
2026-08-04 10:18:58,192.168.0.32,104.26.10.1,36455,443,UDP,85,164218,799285,3.72,BENIGN
2026-08-04 10:18:59,192.168.6.120,104.26.10.1,55025,53,TCP,120,430149,750972,1.9,BENIGN
2026-08-04 10:19:00,192.168.8.125,8.8.8.8,6493,4444,UDP,140,49855,629486,2.49,Suspicious
2026-08-04 10:19:01,192.168.2.25,104.26.10.1,6533,21,UDP,122,126814,352860,0.44,BENIGN
2026-08-04 10:19:02,192.168.8.203,104.26.10.1,33538,23,UDP,91,330275,10910,4.01,BENIGN
2026-08-04 10:19:03,192.168.0.39,172.217.0.46,60076,4444,UDP,178,331262,83178,0.51,Suspicious
2026-08-04 10:19:04,192.168.9.3,1.1.1.1,61576,80,UDP,41,202944,735349,3.36,BENIGN
2026-08-04 10:19:05,192.168.2.139,1.1.1.1,34952,443,TCP,252,19606,572972,1.21,BENIGN
2026-08-04 10:19:06,192.168.1.245,1.1.1.1,23575,80,TCP,124,83086,699949,0.18,BENIGN
2026-08-04 10:19:07,192.168.5.245,185.220.101.42,15520,4444,UDP,257,497478,642484,3.49,Suspicious
2026-08-04 10:19:08,192.168.10.223,172.217.0.46,33848,3389,UDP,20,312827,475086,3.07,BENIGN
2026-08-04 10:19:09,192.168.7.193,1.1.1.1,30512,80,UDP,108,29867,762805,4.65,BENIGN
2026-08-04 10:19:10,192.168.4.58,1.1.1.1,56470,3389,TCP,38,21549,4734,3.69,BENIGN
2026-08-04 10:19:11,192.168.4.20,1.1.1.1,13847,31337,TCP,52,68148,419146,3.84,Suspicious
2026-08-04 10:19:12,192.168.10.52,8.8.8.8,59445,4444,TCP,143,496867,623646,2.6,BENIGN
2026-08-04 10:19:13,192.168.8.67,104.26.10.1,56160,22,UDP,279,429045,224766,0.2,BENIGN
2026-08-04 10:19:14,192.168.0.108,185.220.101.42,2125,22,TCP,154,153655,102148,1.39,BENIGN
2026-08-04 10:19:15,192.168.3.67,172.217.0.46,38285,4444,UDP,87,215430,549318,4.53,BENIGN
2026-08-04 10:19:16,192.168.10.148,8.8.8.8,41658,23,UDP,73,46446,515901,0.43,BENIGN
2026-08-04 10:19:17,192.168.5.91,8.8.8.8,32733,23,UDP,138,15000000,211,0.34,Data_Exfiltration
2026-08-04 10:19:18,192.168.1.223,172.217.0.46,12144,21,UDP,5000,490118,833496,0.15,DDoS
2026-08-04 10:19:19,192.168.4.11,185.220.101.42,61076,443,TCP,28,135632,821434,4.01,BENIGN
2026-08-04 10:19:20,192.168.0.8,104.26.10.1,29778,443,UDP,124,47676,110406,3.99,BENIGN
2026-08-04 10:19:21,192.168.1.219,8.8.8.8,18636,443,UDP,12,52697,105900,4.61,BENIGN
2026-08-04 10:19:22,192.168.9.129,1.1.1.1,48975,443,TCP,51,470654,48741,2.77,BENIGN
2026-08-04 10:19:23,192.168.6.197,1.1.1.1,46222,443,TCP,103,430403,794523,4.13,BENIGN
2026-08-04 10:19:24,192.168.10.253,8.8.8.8,27675,22,UDP,23,161383,495041,1.46,BENIGN
2026-08-04 10:19:25,192.168.4.221,185.220.101.42,53855,3389,UDP,228,217552,429655,0.46,BENIGN
2026-08-04 10:19:26,192.168.1.166,185.220.101.42,57051,3389,TCP,228,494246,144354,1.37,BENIGN
2026-08-04 10:19:27,192.168.8.34,104.26.10.1,30616,23,TCP,248,194540,189742,1.49,BENIGN
2026-08-04 10:19:28,192.168.5.207,185.220.101.42,31180,4444,TCP,89,220537,380932,0.17,BENIGN
2026-08-04 10:19:29,192.168.9.181,172.217.0.46,34006,53,TCP,63,162229,77392,1.19,BENIGN
2026-08-04 10:19:30,192.168.7.127,104.26.10.1,38144,443,UDP,148,476254,844274,3.06,BENIGN
2026-08-04 10:19:31,192.168.4.52,8.8.8.8,22523,22,TCP,15,411373,621872,1.79,BENIGN
2026-08-04 10:19:32,192.168.9.6,1.1.1.1,61972,443,UDP,265,303911,260045,2.37,BENIGN
2026-08-04 10:19:33,192.168.3.76,104.26.10.1,38712,22,UDP,75,493147,307836,2.65,BENIGN
2026-08-04 10:19:34,192.168.9.209,104.26.10.1,27154,3389,TCP,150,332888,165188,2.53,Brute_Force
2026-08-04 10:19:35,192.168.4.161,1.1.1.1,7535,21,UDP,201,168720,346459,0.28,BENIGN
2026-08-04 10:19:36,192.168.6.224,1.1.1.1,39008,4444,UDP,235,217242,715715,3.31,BENIGN
2026-08-04 10:19:37,192.168.3.56,185.220.101.42,9442,3389,UDP,60,79563,155922,0.21,BENIGN
2026-08-04 10:19:38,192.168.10.72,185.220.101.42,2890,53,UDP,270,488342,50814,2.69,BENIGN
2026-08-04 10:19:39,192.168.5.158,172.217.0.46,46019,80,TCP,271,42320,420438,3.79,BENIGN
2026-08-04 10:19:40,192.168.5.189,8.8.8.8,38138,31337,UDP,121,30874,356761,4.17,BENIGN
2026-08-04 10:19:41,192.168.4.212,104.26.10.1,32562,3389,UDP,150,31087,719672,4.53,Brute_Force
2026-08-04 10:19:42,192.168.10.67,1.1.1.1,30235,3389,TCP,89,149564,244803,3.59,BENIGN
2026-08-04 10:19:43,192.168.9.232,104.26.10.1,1041,31337,TCP,177,415143,346451,4.15,BENIGN
2026-08-04 10:19:44,192.168.2.172,172.217.0.46,14994,21,TCP,255,486312,673097,2.78,BENIGN
2026-08-04 10:19:45,192.168.3.142,104.26.10.1,31887,3389,UDP,145,498506,720501,0.68,BENIGN
2026-08-04 10:19:46,192.168.7.214,185.220.101.42,51717,80,UDP,139,209199,300357,0.69,BENIGN
2026-08-04 10:19:47,192.168.7.43,185.220.101.42,13301,23,UDP,288,219299,127596,4.67,BENIGN
2026-08-04 10:19:48,192.168.1.233,185.220.101.42,23294,53,UDP,278,457849,414912,3.39,BENIGN
2026-08-04 10:19:49,192.168.3.208,185.220.101.42,21861,443,TCP,280,126154,641533,4.73,BENIGN
2026-08-04 10:19:50,192.168.3.167,1.1.1.1,1247,31337,TCP,235,137813,605004,3.15,BENIGN
2026-08-04 10:19:51,192.168.8.55,172.217.0.46,35901,23,UDP,150,274190,73722,2.74,Brute_Force
2026-08-04 10:19:52,192.168.8.238,104.26.10.1,6949,3389,UDP,25,78522,154010,0.74,BENIGN
2026-08-04 10:19:53,192.168.7.159,185.220.101.42,10536,3389,UDP,285,312988,720904,2.51,BENIGN
2026-08-04 10:19:54,192.168.10.192,185.220.101.42,33282,22,TCP,40,311922,224045,0.96,BENIGN
2026-08-04 10:19:55,192.168.9.5,8.8.8.8,56132,53,TCP,113,125748,295886,4.47,BENIGN
2026-08-04 10:19:56,192.168.3.226,185.220.101.42,28780,22,TCP,84,270162,342950,2.3,BENIGN
2026-08-04 10:19:57,192.168.10.121,172.217.0.46,25678,31337,UDP,73,80712,213628,2.25,BENIGN
2026-08-04 10:19:58,192.168.6.10,1.1.1.1,65082,80,TCP,5000,235293,681563,0.15,DDoS
2026-08-04 10:19:59,192.168.10.135,1.1.1.1,41761,443,TCP,180,408934,567390,1.36,BENIGN
2026-08-04 10:20:00,192.168.4.212,8.8.8.8,56981,23,UDP,50,57901,885276,0.14,BENIGN
2026-08-04 10:20:01,192.168.5.99,104.26.10.1,52910,22,TCP,170,439113,387985,0.57,BENIGN
2026-08-04 10:20:02,192.168.5.173,104.26.10.1,39591,21,UDP,208,242086,580859,1.72,BENIGN
2026-08-04 10:20:03,192.168.0.55,185.220.101.42,8954,22,TCP,58,77872,849723,1.57,BENIGN
2026-08-04 10:20:04,192.168.10.70,185.220.101.42,37651,23,UDP,232,190497,427006,3.32,BENIGN
2026-08-04 10:20:05,192.168.0.35,172.217.0.46,65003,4444,TCP,85,287260,418621,2.7,BENIGN
2026-08-04 10:20:06,192.168.1.138,185.220.101.42,60538,80,TCP,164,235,265469,1.5,BENIGN
2026-08-04 10:20:07,192.168.2.253,8.8.8.8,14615,21,UDP,150,16571,217459,3.79,Brute_Force
2026-08-04 10:20:08,192.168.9.111,8.8.8.8,40622,3389,UDP,27,66784,556387,0.14,BENIGN
2026-08-04 10:20:09,192.168.0.34,1.1.1.1,45631,22,TCP,150,263711,659520,1.16,Brute_Force
2026-08-04 10:20:10,192.168.9.83,104.26.10.1,62674,80,UDP,275,26499,365125,4.09,BENIGN
2026-08-04 10:20:11,192.168.4.193,185.220.101.42,7733,443,UDP,249,227353,714151,2.72,BENIGN
2026-08-04 10:20:12,192.168.2.103,172.217.0.46,5745,22,TCP,179,98782,328526,1.89,BENIGN
2026-08-04 10:20:13,192.168.10.120,104.26.10.1,27902,23,UDP,30,310304,235880,2.42,BENIGN
2026-08-04 10:20:14,192.168.6.18,1.1.1.1,26657,4444,UDP,12,266031,787498,0.42,Suspicious
2026-08-04 10:20:15,192.168.3.113,172.217.0.46,40695,4444,UDP,128,188592,721395,2.33,BENIGN
2026-08-04 10:20:16,192.168.5.183,185.220.101.42,54706,21,TCP,118,159829,754128,4.65,BENIGN
2026-08-04 10:20:17,192.168.8.63,185.220.101.42,48281,21,UDP,150,354603,402379,2.36,Brute_Force
2026-08-04 10:20:18,192.168.8.67,8.8.8.8,55376,80,UDP,147,15000000,593824,3.81,Data_Exfiltration
2026-08-04 10:20:19,192.168.7.157,185.220.101.42,52228,3389,UDP,198,221911,295629,3.86,BENIGN
2026-08-04 10:20:20,192.168.8.182,185.220.101.42,52260,80,UDP,165,478599,120966,2.37,BENIGN
2026-08-04 10:20:21,192.168.0.139,104.26.10.1,31950,21,UDP,56,397267,288087,2.26,BENIGN
2026-08-04 10:20:22,192.168.1.110,8.8.8.8,56959,31337,UDP,77,73487,646046,3.86,BENIGN
2026-08-04 10:20:23,192.168.2.90,1.1.1.1,57229,4444,UDP,289,250581,37616,1.39,BENIGN
2026-08-04 10:20:24,192.168.8.195,185.220.101.42,62027,4444,TCP,115,224835,819034,1.41,BENIGN
2026-08-04 10:20:25,192.168.2.166,8.8.8.8,14374,23,UDP,63,132980,768865,4.21,BENIGN
2026-08-04 10:20:26,192.168.5.41,104.26.10.1,51697,53,TCP,227,259524,221874,3.04,BENIGN
2026-08-04 10:20:27,192.168.6.192,1.1.1.1,59955,80,TCP,198,460988,600299,3.66,BENIGN
2026-08-04 10:20:28,192.168.6.71,1.1.1.1,8815,31337,UDP,130,468511,17139,4.13,BENIGN
2026-08-04 10:20:29,192.168.6.250,104.26.10.1,7716,443,UDP,237,234375,644758,1.71,BENIGN
2026-08-04 10:20:30,192.168.2.212,104.26.10.1,45847,23,TCP,167,366272,151740,4.11,BENIGN
2026-08-04 10:20:31,192.168.5.81,185.220.101.42,33265,21,TCP,57,300078,480710,3.4,BENIGN
2026-08-04 10:20:32,192.168.8.37,1.1.1.1,17329,21,TCP,150,433851,895981,0.59,Brute_Force
2026-08-04 10:20:33,192.168.7.77,104.26.10.1,29672,4444,TCP,157,319936,326904,3.4,BENIGN
2026-08-04 10:20:34,192.168.2.204,172.217.0.46,62511,4444,UDP,263,128607,433147,1.16,BENIGN
2026-08-04 10:20:35,192.168.4.204,8.8.8.8,43079,21,UDP,228,433918,41167,3.58,BENIGN
2026-08-04 10:20:36,192.168.1.214,104.26.10.1,17005,53,UDP,56,318620,250951,2.99,BENIGN
2026-08-04 10:20:37,192.168.0.208,8.8.8.8,62269,460,UDP,60,426243,312506,2.18,Port_Scan
2026-08-04 10:20:38,192.168.2.77,1.1.1.1,55422,80,TCP,165,239354,433805,2.19,BENIGN
2026-08-04 10:20:39,192.168.1.8,1.1.1.1,30466,443,UDP,54,449490,293565,2.23,BENIGN
2026-08-04 10:20:40,192.168.4.198,185.220.101.42,55131,3389,TCP,146,379192,459777,2.43,BENIGN
2026-08-04 10:20:41,192.168.7.213,1.1.1.1,53662,22,TCP,217,452970,338046,0.75,BENIGN
2026-08-04 10:20:42,192.168.5.72,8.8.8.8,26509,31337,UDP,223,374091,624960,1.19,BENIGN
2026-08-04 10:20:43,192.168.0.113,8.8.8.8,60306,443,TCP,247,171768,612615,0.43,BENIGN
2026-08-04 10:20:44,192.168.2.49,185.220.101.42,19487,443,UDP,49,42132,828931,0.08,BENIGN
2026-08-04 10:20:45,192.168.1.213,8.8.8.8,58925,80,TCP,157,255223,24335,4.56,BENIGN
2026-08-04 10:20:46,192.168.10.57,172.217.0.46,8064,443,UDP,30,56018,90465,0.59,BENIGN
2026-08-04 10:20:47,192.168.8.69,104.26.10.1,65457,23,TCP,284,27125,461025,2.21,BENIGN
2026-08-04 10:20:48,192.168.5.175,172.217.0.46,15152,80,TCP,51,277435,1159,0.59,BENIGN
2026-08-04 10:20:49,192.168.0.19,104.26.10.1,3905,21,TCP,93,403840,827671,4.88,BENIGN
2026-08-04 10:20:50,192.168.2.164,104.26.10.1,19399,3389,TCP,177,76964,378330,1.36,BENIGN
2026-08-04 10:20:51,192.168.0.178,8.8.8.8,61338,21,UDP,159,15000000,485994,2.65,Data_Exfiltration
2026-08-04 10:20:52,192.168.2.75,172.217.0.46,31432,4444,UDP,42,441863,841243,4.02,BENIGN
2026-08-04 10:20:53,192.168.4.189,1.1.1.1,33198,31337,TCP,120,446970,528955,3.68,Suspicious
2026-08-04 10:20:54,192.168.1.61,104.26.10.1,40431,22,UDP,132,6632,880494,2.82,BENIGN
2026-08-04 10:20:55,192.168.1.60,185.220.101.42,47090,443,UDP,136,270646,666585,2.23,BENIGN
2026-08-04 10:20:56,192.168.6.78,1.1.1.1,53481,31337,UDP,33,286260,329896,2.23,BENIGN
2026-08-04 10:20:57,192.168.8.210,104.26.10.1,17372,443,TCP,203,168979,140098,1.55,BENIGN
2026-08-04 10:20:58,192.168.2.252,172.217.0.46,63808,443,TCP,28,68103,47600,0.4,BENIGN
2026-08-04 10:20:59,192.168.6.79,8.8.8.8,21541,23,UDP,27,131804,372660,0.49,BENIGN
2026-08-04 10:21:00,192.168.1.37,172.217.0.46,2845,4444,TCP,5000,127951,209035,0.15,DDoS
2026-08-04 10:21:01,192.168.4.31,172.217.0.46,54212,23,UDP,150,207544,672018,1.92,Brute_Force
2026-08-04 10:21:02,192.168.1.57,185.220.101.42,62223,23,TCP,96,270945,414681,1.91,BENIGN
2026-08-04 10:21:03,192.168.5.19,172.217.0.46,43614,53,UDP,101,154270,539739,0.11,BENIGN
2026-08-04 10:21:04,192.168.0.144,185.220.101.42,37842,22,TCP,48,85362,496730,1.73,BENIGN
2026-08-04 10:21:05,192.168.9.71,172.217.0.46,2611,21,UDP,180,477903,300351,4.32,BENIGN
2026-08-04 10:21:06,192.168.9.49,185.220.101.42,21806,80,TCP,243,442532,628083,2.38,BENIGN
2026-08-04 10:21:07,192.168.1.243,185.220.101.42,2242,3389,TCP,78,126073,292363,0.44,BENIGN
2026-08-04 10:21:08,192.168.2.39,104.26.10.1,21804,80,TCP,195,423817,711527,3.38,BENIGN
2026-08-04 10:21:09,192.168.10.62,172.217.0.46,35683,4444,UDP,229,227198,28656,1.99,Suspicious
2026-08-04 10:21:10,192.168.7.100,172.217.0.46,44444,53,TCP,54,291932,411765,3.31,BENIGN
2026-08-04 10:21:11,192.168.3.5,1.1.1.1,16154,21,UDP,279,305005,859428,1.66,BENIGN
2026-08-04 10:21:12,192.168.8.3,185.220.101.42,37096,21,UDP,177,263885,329216,4.64,BENIGN
2026-08-04 10:21:13,192.168.3.38,1.1.1.1,47866,3389,UDP,150,490234,93925,3.36,Brute_Force
2026-08-04 10:21:14,192.168.0.33,104.26.10.1,12797,23,TCP,57,6328,470963,1.2,BENIGN
2026-08-04 10:21:15,192.168.5.242,185.220.101.42,23330,80,UDP,249,423155,791758,0.96,BENIGN
2026-08-04 10:21:16,192.168.10.48,8.8.8.8,13266,23,TCP,23,294569,200622,2.11,BENIGN
2026-08-04 10:21:17,192.168.9.79,8.8.8.8,14214,3389,UDP,273,15000000,609657,3.04,Data_Exfiltration
2026-08-04 10:21:18,192.168.0.170,104.26.10.1,5247,4444,TCP,119,406367,273778,1.93,Suspicious
2026-08-04 10:21:19,192.168.0.142,172.217.0.46,48234,31337,UDP,153,250933,896818,3.62,BENIGN
2026-08-04 10:21:20,192.168.9.210,104.26.10.1,55756,53,UDP,78,185575,252766,4.52,BENIGN
2026-08-04 10:21:21,192.168.8.69,8.8.8.8,45288,21,UDP,5000,343164,204822,0.15,DDoS
2026-08-04 10:21:22,192.168.2.98,104.26.10.1,59675,31337,TCP,79,340867,607711,3.7,BENIGN
2026-08-04 10:21:23,192.168.10.35,104.26.10.1,30423,21,UDP,83,375515,638610,4.77,BENIGN
2026-08-04 10:21:24,192.168.10.19,104.26.10.1,51950,3389,TCP,166,307383,576671,4.49,BENIGN
2026-08-04 10:21:25,192.168.0.58,172.217.0.46,52435,23,TCP,112,34204,157911,3.02,BENIGN
2026-08-04 10:21:26,192.168.6.64,8.8.8.8,6532,21,UDP,43,15000000,809757,4.58,Data_Exfiltration
2026-08-04 10:21:27,192.168.7.200,172.217.0.46,60224,443,UDP,39,277448,501766,3.35,BENIGN
2026-08-04 10:21:28,192.168.10.66,1.1.1.1,51215,80,UDP,28,319527,602170,3.6,BENIGN
2026-08-04 10:21:29,192.168.5.149,8.8.8.8,29603,3389,TCP,230,98805,656277,3.42,BENIGN
2026-08-04 10:21:30,192.168.1.188,172.217.0.46,26077,22,UDP,250,139417,897619,1.03,BENIGN
2026-08-04 10:21:31,192.168.3.29,104.26.10.1,13874,21,UDP,127,218505,770934,1.87,BENIGN
2026-08-04 10:21:32,192.168.6.163,8.8.8.8,18713,80,TCP,110,329834,281200,2.78,BENIGN
2026-08-04 10:21:33,192.168.8.10,172.217.0.46,26971,31337,TCP,99,168567,862983,2.32,BENIGN
2026-08-04 10:21:34,192.168.10.53,172.217.0.46,11346,21,TCP,283,385711,531552,1.84,BENIGN
2026-08-04 10:21:35,192.168.3.67,185.220.101.42,36056,3389,UDP,55,477811,255688,1.99,BENIGN
2026-08-04 10:21:36,192.168.3.56,8.8.8.8,13208,443,UDP,271,358534,35866,0.4,BENIGN
2026-08-04 10:21:37,192.168.10.52,8.8.8.8,37898,53,UDP,251,109754,98731,1.52,BENIGN
2026-08-04 10:21:38,192.168.2.53,104.26.10.1,14368,23,TCP,88,418950,364646,1.28,BENIGN
2026-08-04 10:21:39,192.168.3.84,185.220.101.42,32039,22,TCP,173,82199,716648,0.39,BENIGN
2026-08-04 10:21:40,192.168.0.89,185.220.101.42,12128,3389,TCP,51,18384,434958,3.09,BENIGN
2026-08-04 10:21:41,192.168.5.241,104.26.10.1,28936,31337,TCP,165,293190,803717,4.68,BENIGN
2026-08-04 10:21:42,192.168.3.21,172.217.0.46,24371,443,UDP,27,83409,389163,4.8,BENIGN
2026-08-04 10:21:43,192.168.3.3,8.8.8.8,14613,31337,UDP,128,376405,431166,3.39,Suspicious
2026-08-04 10:21:44,192.168.2.104,172.217.0.46,4519,22,UDP,150,130375,71862,0.74,Brute_Force
2026-08-04 10:21:45,192.168.4.198,172.217.0.46,64873,21,TCP,124,48266,532880,1.95,BENIGN
2026-08-04 10:21:46,192.168.2.210,104.26.10.1,47344,31337,UDP,39,149057,589667,4.6,BENIGN
2026-08-04 10:21:47,192.168.7.46,172.217.0.46,11923,53,TCP,5000,42824,45479,0.15,DDoS
2026-08-04 10:21:48,192.168.8.24,172.217.0.46,16700,31337,UDP,11,15000000,591979,2.97,Data_Exfiltration
2026-08-04 10:21:49,192.168.1.235,8.8.8.8,35460,53,TCP,241,446130,315583,4.22,BENIGN
2026-08-04 10:21:50,192.168.4.2,172.217.0.46,58155,443,UDP,61,181844,584095,0.1,BENIGN
2026-08-04 10:21:51,192.168.1.40,185.220.101.42,23551,443,TCP,109,309516,573895,3.76,BENIGN
2026-08-04 10:21:52,192.168.5.229,1.1.1.1,44430,21,TCP,27,379311,652862,4.29,BENIGN
2026-08-04 10:21:53,192.168.10.180,1.1.1.1,36929,23,TCP,232,77552,783750,1.01,BENIGN
2026-08-04 10:21:54,192.168.2.228,185.220.101.42,18872,22,TCP,150,203823,67960,4.39,Brute_Force
2026-08-04 10:21:55,192.168.3.60,1.1.1.1,63970,31337,UDP,221,409202,386839,3.11,Suspicious
2026-08-04 10:21:56,192.168.10.199,104.26.10.1,27792,80,UDP,177,279480,870404,4.16,BENIGN
2026-08-04 10:21:57,192.168.3.198,172.217.0.46,65287,21,UDP,83,400441,300459,0.28,BENIGN
2026-08-04 10:21:58,192.168.2.176,8.8.8.8,25915,53,UDP,78,15000000,297290,1.05,Data_Exfiltration
2026-08-04 10:21:59,192.168.0.18,8.8.8.8,55948,22,TCP,243,348064,411338,0.49,BENIGN
2026-08-04 10:22:00,192.168.7.38,172.217.0.46,13629,4444,UDP,138,391002,277859,0.11,BENIGN
2026-08-04 10:22:01,192.168.6.38,1.1.1.1,20133,23,UDP,150,372354,845456,0.51,Brute_Force
2026-08-04 10:22:02,192.168.7.124,185.220.101.42,45540,4444,UDP,231,41708,766720,3.76,BENIGN
2026-08-04 10:22:03,192.168.7.198,185.220.101.42,61692,21,UDP,249,206350,738731,1.76,BENIGN
